"Correlation_Coefficient","Corr_CI_Lower","Corr_CI_Upper","Corr_P_value","Slope","Slope_CI_Lower","Slope_CI_Upper","Slope_P_value","R_squared"
0.644360991059447,0.47028008166412,0.770176332025208,0.0000000159494748105016,0.3157,0.219,0.4125,"<0.001",0.4152
