"Correlation_Coefficient","CI_Lower","CI_Upper","P_Value"
0.913869758427909,0.694997897923871,0.977740155140085,8.34021433661262e-05
0.487481099366792,-0.158844430690929,0.841328367371022,0.128268389120352
0.951393971200398,0.818852234119868,0.987618087296493,6.7145618044079e-06
