"Correlation_Coefficient","Corr_CI_Lower","Corr_CI_Uppper","Corr_P_value","Slope","Slope_CI_Lower","Slope_CI_Upper","Slope_P_value","R_squared"
0.31090942858117,0.0662889103845967,0.520275487823018,0.0139102345313165,0.0936,0.0197,0.1675,0.01391,0.0967
